Make,Model,Year,Price,Mileage,Body_Type,Cylinders,Transmission,Fuel_Type,Color,Location
mercedes-benz,v-class,2024,252245,208347,Van,4,Automatic Transmission,Gasoline,Black, Dubai
mitsubishi,pajero,2009,56444,60243,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
cadillac,srx,2016,45377,211315,SUV,6,Automatic Transmission,Gasoline,Brown, Abu Dhabi
nissan,patrol,2024,134991,265092,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi
porsche,panamera,2018,91417,108115,Sedan,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi
lamborghini,aventador,2014,3082214,147642,Sports Car,12,Automatic Transmission,Gasoline,Grey, Dubai
mazda,6,2012,43201,218608,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
jaguar,f-type,2016,237270,20651,Soft Top Convertible,8,Automatic Transmission,Gasoline,Blue, Dubai
dodge,charger,2009,81170,15609,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
ford,f-series-pickup,2010,146252,53929,Pick Up Truck,6,Automatic Transmission,Gasoline,Black, Dubai
honda,accord,2024,38693,108073,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
kia,soul,2020,34901,52247,Hatchback,4,Automatic Transmission,Gasoline,Black,Sharjah
volkswagen,gti,2005,96720,228725,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai
mini,cooper,2023,70183,177870,Coupe,4,Automatic Transmission,Gasoline,Red, Dubai
nissan,sentra,2011,26249,229721,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai
mercedes-benz,g-class,2007,789479,36574,SUV,8,Automatic Transmission,Gasoline,Red, Dubai
mercedes-benz,c-class,2007,227026,299232,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai
porsche,carrera,2007,602833,285593,Sports Car,6,Automatic Transmission,Gasoline,Orange, Dubai
bmw,4-series,2011,65701,57018,Hard Top Convertible,4,Automatic Transmission,Gasoline,Red, Dubai
bmw,x5,2008,348791,121990,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
volkswagen,passat,2017,24135,151966,Sedan,5,Automatic Transmission,Gasoline,Other Color, Dubai
mercedes-benz,g-class,2024,1068369,146721,SUV,8,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2010,59048,201039,SUV,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi
porsche,cayenne,2006,70166,196715,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
renault,duster,2010,39508,63679,Crossover,4,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,e-class,2021,91172,131597,Sedan,4,Automatic Transmission,Gasoline,White, Abu Dhabi
mitsubishi,outlander,2016,33943,65733,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
toyota,rush,2020,50045,21683,Van,4,Automatic Transmission,Gasoline,White, Dubai
dodge,charger,2013,109194,260092,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,gle-coupe,2009,227251,47499,Coupe,8,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,e-class,2015,47742,138841,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
jaguar,xf,2009,134580,179543,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,e-class,2012,55805,144879,Sedan,8,Automatic Transmission,Gasoline,Grey, Sharjah
toyota,tundra,2015,66070,276120,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai
cadillac,xt4,2022,82813,264596,SUV,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,c-class,2007,158360,195638,Coupe,8,Automatic Transmission,Gasoline,Grey, Sharjah
land-rover,range-rover-sport,2010,120932,103741,SUV,6,Automatic Transmission,Gasoline,White, Dubai
nissan,300zx,2008,158931,262399,Coupe,6,Manual Transmission,Gasoline,Red, Dubai
audi,s8,2015,615248,121068,Sedan,8,Automatic Transmission,Gasoline,Blue, Abu Dhabi
other-make,other-4x4,2012,1528546,254754,Pick Up Truck,4,Automatic Transmission,Diesel,Black, Dubai
chevrolet,spark,2020,29502,271972,Hatchback,4,Manual Transmission,Gasoline,Blue, Dubai
mercedes-benz,c-class,2014,109480,254602,Hard Top Convertible,4,Automatic Transmission,Gasoline,White, Dubai
porsche,carrera,2012,940785,188342,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai
bmw,7-series,2024,35126,211735,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai
bentley,mulsanne,2015,1729872,104826,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
ford,bronco,2015,379027,185399,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
isuzu,other,2012,88017,213587,Utility Truck,4,Manual Transmission,Gasoline,White, Dubai
audi,r8,2013,471120,115509,Coupe,10,Automatic Transmission,Gasoline,Black, Dubai
nissan,rogue,2022,115294,72564,SUV,4,Automatic Transmission,Gasoline,Grey, Sharjah
chevrolet,camaro,2012,75795,242275,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,s-class,2017,177002,168457,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
gmc,yukon,2010,126432,11380,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
bmw,5-series,2014,232471,124312,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,s-class,2021,542035,220729,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,sl-class,2018,151928,112947,Hard Top Convertible,8,Automatic Transmission,Gasoline,White, Dubai
bmw,x6,2008,249577,143576,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
lexus,rx-series,2023,90690,98937,SUV,6,Automatic Transmission,Gasoline,Gold, Abu Dhabi
peugeot,308,2011,43214,268239,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai
dodge,ram,2020,179561,254692,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Sharjah
jaguar,xf,2011,52804,218202,Sedan,6,Automatic Transmission,Gasoline,Red, Dubai
mercedes-benz,gle-coupe,2024,213719,279329,Coupe,8,Automatic Transmission,Gasoline,White, Al Ain
toyota,land-cruiser-76-series,2006,156529,268234,Pick Up Truck,6,Manual Transmission,Gasoline,Beige, Abu Dhabi
nissan,rogue,2018,45665,34331,SUV,4,Automatic Transmission,Gasoline,White, Sharjah
audi,a6,2021,55880,141896,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai
ford,f-series-pickup,2006,335126,259908,Utility Truck,6,Automatic Transmission,Gasoline,Blue, Sharjah
lexus,ls-series,2019,15449,19726,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,slc,2009,45228,291722,Coupe,8,Automatic Transmission,Gasoline,Red,Dubai
bmw,x5,2018,38118,120917,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
cadillac,escalade,2021,188743,60611,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
infiniti,q50,2020,102327,232654,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
nissan,murano,2023,23925,17304,SUV,6,Automatic Transmission,Gasoline,Brown, Sharjah
maserati,quattroporte,2008,110937,128133,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai
nissan,van,2010,45983,282540,Van,6,Manual Transmission,Gasoline,White, Sharjah
bmw,7-series,2008,28149,221727,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,c-class,2016,140619,103935,Coupe,4,Automatic Transmission,Gasoline,Grey, Dubai
jeep,wrangler,2013,225135,76321,SUV,6,Automatic Transmission,Gasoline,Green, Dubai
mercedes-benz,s-class,2018,286241,128407,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
ferrari,f12,2013,696220,234085,Coupe,12,Automatic Transmission,Gasoline,Red, Dubai
nissan,patrol,2013,121364,76397,SUV,8,Automatic Transmission,Gasoline,White, Sharjah
chrysler,other,2009,188329,243607,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah
bmw,8-series,2018,458613,264437,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
jeep,wrangler-unlimited,2023,332606,176873,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,c-class,2024,357122,134957,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai
mercedes-benz,cls-class,2007,41784,235490,Sedan,6,Automatic Transmission,Gasoline,Black, Abu Dhabi
audi,a3,2022,30800,76261,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mitsubishi,attrage,2024,28386,17653,Sedan,3,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,g-class,2015,1121891,179230,SUV,8,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,glc,2006,170277,162264,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai
lotus,evora,2005,319351,22676,Coupe,6,Automatic Transmission,Gasoline,White, Dubai
ford,explorer,2015,36279,130785,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
lexus,nx-200t,2019,107729,219577,SUV,4,Automatic Transmission,Gasoline,White, Dubai
rolls-royce,phantom,2015,795251,65526,Sedan,12,Automatic Transmission,Gasoline,Blue, Dubai
cadillac,escalade,2005,208304,101134,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
honda,cr-v,2018,59244,176954,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai
porsche,panamera,2024,83946,217217,Sedan,6,Automatic Transmission,Gasoline,Brown, Dubai
ford,edge,2019,47562,239356,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai
bmw,8-series,2009,466930,27396,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai
bmw,7-series,2011,84038,226412,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
bentley,continental-flying-spur,2012,406291,83983,Sedan,12,Automatic Transmission,Gasoline,Other Color, Dubai
porsche,carrera,2012,372171,281168,Coupe,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi
dodge,ram,2013,57974,31493,Pick Up Truck,8,Automatic Transmission,Gasoline,Grey, Al Ain
chevrolet,camaro,2024,94100,147140,Coupe,8,Automatic Transmission,Gasoline,Silver, Dubai
land-rover,range-rover,2016,201898,114345,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
bmw,x5,2008,115925,40036,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
volkswagen,tiguan,2023,87129,144568,SUV,4,Automatic Transmission,Gasoline,Gold, Dubai
toyota,avanza,2023,46295,199973,Van,4,Automatic Transmission,Gasoline,White, Dubai
mitsubishi,lancer,2017,19799,104568,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah
mercedes-benz,g-class,2011,598653,177392,SUV,8,Automatic Transmission,Gasoline,Beige, Dubai
nissan,patrol,2006,102989,221122,SUV,6,Automatic Transmission,Gasoline,White, Sharjah
ford,mustang,2013,89672,137101,Sports Car,8,Automatic Transmission,Gasoline,Grey, Dubai
jeep,grand-cherokee,2006,185732,150187,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
dodge,charger,2013,94394,77717,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai
toyota,hilux,2024,80744,245964,Pick Up Truck,4,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,e-class,2005,23359,204541,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai
toyota,fj-cruiser,2017,62528,56524,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi
volkswagen,touareg,2011,83651,187103,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,clk-class,2010,13981,56396,Coupe,6,Automatic Transmission,Gasoline,White, Dubai
bmw,1-series,2024,85346,16232,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai
ford,explorer,2015,39054,219562,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
bmw,x4,2010,169339,252636,SUV,4,Automatic Transmission,Gasoline,White, Dubai
lexus,lx-series,2021,142140,237697,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
land-rover,range-rover-sport,2024,152809,120625,SUV,6,Automatic Transmission,Gasoline,White, Dubai
volkswagen,passat,2017,22731,258610,Sedan,4,Automatic Transmission,Gasoline,Blue, Fujeirah
lexus,rx-series,2018,112548,167789,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai
land-rover,range-rover-sport,2014,689700,62817,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
toyota,camry,2024,30886,89246,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,g-class,2016,1846470,259206,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,sl-class,2010,133504,214994,Hard Top Convertible,8,Automatic Transmission,Gasoline,White, Dubai
toyota,camry,2015,40933,69798,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah
mercedes-benz,s-class,2014,149532,48388,Sedan,8,Automatic Transmission,Gasoline,White, Dubai
honda,civic,2011,48629,261262,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai
cadillac,escalade,2021,72959,291999,SUV,8,Automatic Transmission,Gasoline,White, Dubai
lamborghini,huracan,2005,1709692,283971,Sports Car,10,Automatic Transmission,Gasoline,White, Dubai
lexus,rx-series,2022,48200,83351,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
nissan,patrol,2019,143662,104188,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi
infiniti,qx56,2011,24984,35139,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai
nissan,armada,2007,20950,23099,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi
lincoln,continental,2007,121285,71825,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai
audi,e-tron,2024,457108,293155,Sedan,4,Automatic Transmission,Electric,White, Dubai
land-rover,range-rover-sport,2007,68054,78990,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
infiniti,qx70,2014,128600,277632,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
mercedes-benz,gl-class,2017,47968,130146,SUV,8,Automatic Transmission,Gasoline,White, Dubai
toyota,camry,2023,100092,39938,Sedan,6,Automatic Transmission,Gasoline,White, Dubai
mazda,cx-5,2007,91191,95576,SUV,4,Automatic Transmission,Gasoline,White, Dubai
nissan,patrol,2022,149951,189049,SUV,6,Automatic Transmission,Gasoline,Black, Dubai
nissan,patrol,2010,261053,229817,SUV,8,Automatic Transmission,Gasoline,White, Dubai
toyota,land-cruiser,2021,106090,29809,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
bmw,3-series,2021,18681,260883,Soft Top Convertible,6,Automatic Transmission,Gasoline,Blue, Dubai
nissan,sentra,2005,19949,163877,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
bmw,x5,2019,63844,80466,SUV,6,Automatic Transmission,Gasoline,Brown,Abu Dhabi
chevrolet,camaro,2007,65921,152989,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai
toyota,rush,2019,54236,123354,SUV,4,Automatic Transmission,Gasoline,White, Dubai
bmw,x6,2018,163055,107037,SUV,6,Automatic Transmission,Gasoline,White, Dubai
chevrolet,camaro,2005,64084,202307,Sports Car,6,Automatic Transmission,Gasoline,Blue, Sharjah
porsche,panamera,2011,110035,216921,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
porsche,panamera,2017,182913,111205,Wagon,6,Automatic Transmission,Gasoline,White, Dubai
dodge,charger,2005,81772,38493,Sedan,8,Automatic Transmission,Gasoline,Burgundy, Abu Dhabi
ford,edge,2015,48964,52212,SUV,6,Automatic Transmission,Gasoline,White, Dubai
toyota,previa,2021,17996,294854,SUV,4,Automatic Transmission,Gasoline,White, Dubai
nissan,kicks,2011,46337,203014,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
rolls-royce,ghost,2006,1541446,38411,Sedan,12,Automatic Transmission,Gasoline,Green, Dubai
infiniti,q80,2022,59136,59158,SUV,8,Automatic Transmission,Gasoline,White, Dubai
infiniti,q50,2018,68840,69332,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
honda,pilot,2021,58598,118907,SUV,6,Automatic Transmission,Gasoline,White, Dubai
toyota,tundra,2015,120805,44863,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai
dodge,ram,2019,187390,58292,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Dubai
nissan,van,2005,43997,237030,Van,6,Manual Transmission,Gasoline,White, Sharjah
toyota,rav-4,2013,83096,132336,SUV,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,c-class-coupe,2023,97569,104553,Coupe,4,Automatic Transmission,Gasoline,White, Dubai
toyota,fj-cruiser,2009,54306,160966,SUV,6,Automatic Transmission,Gasoline,White, Dubai
mazda,6,2006,26820,236561,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
toyota,camry,2010,75511,72292,Sedan,4,Automatic Transmission,Gasoline,Red, Sharjah
mercedes-benz,c-class,2024,67826,276577,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,e-class,2011,140941,154642,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah
bmw,x5,2022,30242,291171,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai
mercedes-benz,gt,2015,495561,126105,Coupe,8,Automatic Transmission,Gasoline,Green, Dubai
mercedes-benz,c-class,2009,79370,135805,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
renault,koleos,2022,37409,246728,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai
ford,escape,2016,37042,71013,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai
honda,odyssey,2009,52236,65924,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi
mercedes-benz,g-class,2023,1914340,22689,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai
hyundai,tucson,2022,61773,176736,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai
mercedes-benz,s-class,2013,1414311,213410,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
dodge,charger,2023,200696,138305,Sports Car,8,Automatic Transmission,Gasoline,Blue, Sharjah
mercedes-benz,slk-class,2009,64408,192934,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai
mercedes-benz,m-class,2021,42668,150047,SUV,8,Automatic Transmission,Gasoline,Black, Abu Dhabi
audi,a8,2022,45274,37587,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai
mitsubishi,pajero,2009,36054,278350,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai
mitsubishi,pajero,2024,37018,98823,SUV,6,Automatic Transmission,Gasoline,White, Dubai
ford,f-series-pickup,2014,190100,299760,Pick Up Truck,6,Automatic Transmission,Gasoline,Brown, Dubai
nissan,altima,2024,70202,238438,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,cla,2021,114173,192712,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
chevrolet,traverse,2007,81298,168716,SUV,6,Automatic Transmission,Gasoline,Other Color, Abu Dhabi
nissan,sunny,2020,10704,213087,Sedan,4,Automatic Transmission,Gasoline,Silver, Ajman
lexus,lx600,2011,816234,183866,SUV,6,Automatic Transmission,Gasoline,White, Dubai
rolls-royce,cullinan,2019,2168414,273727,SUV,12,Automatic Transmission,Gasoline,White, Dubai
volkswagen,jetta,2022,56288,235418,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai
audi,a3,2020,42313,225592,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
lexus,is-series,2017,36671,76891,Coupe,6,Automatic Transmission,Gasoline,Silver, Dubai
volkswagen,golfr,2012,74474,234910,Sports Car,4,Automatic Transmission,Gasoline,Red, Dubai
toyota,fj-cruiser,2024,70916,100719,SUV,6,Automatic Transmission,Gasoline,Green, Dubai
porsche,macan,2010,294952,241609,SUV,4,Automatic Transmission,Gasoline,White, Dubai
ford,ranger,2023,101830,92077,Pick Up Truck,4,Automatic Transmission,Diesel,Silver, Dubai
jaguar,xf,2006,21331,200212,Sedan,6,Automatic Transmission,Gasoline,Blue, Abu Dhabi
mercedes-benz,g-class,2008,977819,158199,Wagon,8,Automatic Transmission,Gasoline,Grey, Dubai
nissan,pathfinder,2009,37371,166190,SUV,6,Automatic Transmission,Gasoline,Grey, Al Ain
volkswagen,gti,2010,80265,209919,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai
volkswagen,touareg,2020,29168,164958,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai
nissan,patrol,2022,116533,216574,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai
hyundai,sonata,2012,24637,285118,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah
mercedes-benz,c-class,2019,299193,80331,Coupe,8,Automatic Transmission,Gasoline,Black, Abu Dhabi
land-rover,range-rover,2018,190414,239067,SUV,8,Automatic Transmission,Gasoline,White, Dubai
maybach,other,2006,993122,120983,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
lexus,es-series,2022,155866,75361,Sedan,6,Automatic Transmission,Gasoline,Red, Dubai
bmw,7-series,2021,71761,271919,Sedan,6,Automatic Transmission,Gasoline,Brown, Dubai
lexus,lx-series,2020,358518,67446,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai
chevrolet,suburban,2014,121074,290379,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah
bentley,continental-flying-spur,2010,311976,121747,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai
mercedes-benz,gle-class,2020,299963,114592,SUV,6,Automatic Transmission,Gasoline,White, Dubai
jeep,cherokee,2010,16063,187202,SUV,6,Automatic Transmission,Gasoline,Red, Dubai
nissan,sunny,2012,35999,168209,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,c-class,2009,114777,105077,Coupe,4,Automatic Transmission,Gasoline,Silver, Dubai
cadillac,escalade,2015,452934,277721,SUV,8,Automatic Transmission,Gasoline,Black, Dubai
toyota,corolla,2024,45793,261549,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
mercedes-benz,e-class,2017,110552,133300,Sedan,4,Automatic Transmission,Gasoline,White, Dubai
